"","traffic_volume","holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","date_","hr"
"9477",5553,"None",257.68,0,0,40,"Clouds",2017-01-06,15
"9478",6350,"None",258.02,0,0,40,"Clouds",2017-01-06,16
"9479",5790,"None",257.49,0,0,40,"Clouds",2017-01-06,17
"9480",4616,"None",256.53,0,0,20,"Clouds",2017-01-06,18
"9481",3368,"None",256.09,0,0,1,"Clear",2017-01-06,19
"9482",2720,"None",255.22,0,0,1,"Clear",2017-01-06,20
"9483",2542,"None",255.16,0,0,1,"Clear",2017-01-06,21
"9484",2255,"None",254.89,0,0,1,"Clear",2017-01-06,22
"9485",1488,"None",254.69,0,0,1,"Clear",2017-01-06,23
"9486",1089,"None",254.55,0,0,1,"Clear",2017-01-07,0
"9487",685,"None",254.49,0,0,1,"Clear",2017-01-07,1
"9488",663,"None",254.35,0,0,1,"Clear",2017-01-07,2
"9489",565,"None",254.09,0,0,1,"Clear",2017-01-07,3
"9490",664,"None",254.22,0,0,1,"Clear",2017-01-07,4
"9491",886,"None",254.03,0,0,1,"Clear",2017-01-07,5
"9492",1385,"None",254.34,0,0,1,"Clear",2017-01-07,6
"9493",1879,"None",254.47,0,0,1,"Clear",2017-01-07,7
"9494",2653,"None",254.53,0,0,40,"Clouds",2017-01-07,8
"9495",3178,"None",254.95,0,0,5,"Clear",2017-01-07,9
"9496",3521,"None",255.84,0,0,5,"Clear",2017-01-07,10
"9497",4085,"None",257.02,0,0,1,"Haze",2017-01-07,11
"9498",4444,"None",258.09,0,0,1,"Clear",2017-01-07,12
"9499",4548,"None",259.42,0,0,1,"Clear",2017-01-07,13
"9500",4800,"None",259.69,0,0,1,"Clear",2017-01-07,14
"9501",5092,"None",260.15,0,0,5,"Clear",2017-01-07,15
"9502",4885,"None",259.97,0,0,1,"Clear",2017-01-07,16
"9503",4572,"None",259.22,0,0,5,"Clear",2017-01-07,17
"9504",3780,"None",258.03,0,0,5,"Clear",2017-01-07,18
"9505",3025,"None",257.22,0,0,5,"Clear",2017-01-07,19
"9506",2751,"None",256.65,0,0,5,"Clear",2017-01-07,20
"9507",2683,"None",256.09,0,0,5,"Clear",2017-01-07,21
"9508",2404,"None",255.59,0,0,1,"Clear",2017-01-07,22
"9509",1757,"None",254.9,0,0,1,"Clear",2017-01-07,23
"9510",1089,"None",254.03,0,0,1,"Clear",2017-01-08,0
"9511",685,"None",253.4,0,0,1,"Clear",2017-01-08,1
"9512",663,"None",253.49,0,0,1,"Clear",2017-01-08,2
"9513",565,"None",252.72,0,0,1,"Clear",2017-01-08,3
"9514",664,"None",252.29,0,0,1,"Clear",2017-01-08,4
"9515",781,"None",252.22,0,0,1,"Clear",2017-01-08,5
"9516",1123,"None",251.95,0,0,1,"Snow",2017-01-08,6
"9517",1461,"None",252.02,0,0,1,"Clear",2017-01-08,7
"9518",1807,"None",252.22,0,0,1,"Snow",2017-01-08,8
"9519",2495,"None",253.22,0,0,1,"Snow",2017-01-08,9
"9520",3081,"None",255.22,0,0,1,"Clear",2017-01-08,10
"9521",3317,"None",257.08,0,0,1,"Clear",2017-01-08,11
"9522",3597,"None",259.57,0,0,40,"Clouds",2017-01-08,12
"9523",3989,"None",260.88,0,0,1,"Clear",2017-01-08,13
"9524",4316,"None",262.01,0,0,75,"Clouds",2017-01-08,14
"9525",4281,"None",262.28,0,0,90,"Snow",2017-01-08,15
"9526",4103,"None",262.65,0,0,90,"Snow",2017-01-08,16
"9527",4198,"None",262.46,0,0,90,"Snow",2017-01-08,17
"9528",3331,"None",262.84,0,0,90,"Snow",2017-01-08,18
"9529",2893,"None",263.28,0,0,90,"Snow",2017-01-08,19
"9530",2388,"None",263.48,0,0,90,"Snow",2017-01-08,20
"9531",2026,"None",264.36,0,0,90,"Snow",2017-01-08,21
"9532",1527,"None",264.58,0,0,90,"Snow",2017-01-08,22
"9533",1223,"None",264.51,0,0,40,"Snow",2017-01-08,23
"9534",768,"None",264.51,0,0,90,"Snow",2017-01-09,0
"9535",562,"None",264.65,0,0,90,"Snow",2017-01-09,1
"9536",473,"None",264.75,0,0,90,"Snow",2017-01-09,2
"9537",602,"None",265.02,0,0,90,"Snow",2017-01-09,3
"9538",949,"None",265.22,0,0,90,"Snow",2017-01-09,4
"9539",2760,"None",265.42,0,0,90,"Snow",2017-01-09,5
"9540",5614,"None",265.29,0,0,90,"Snow",2017-01-09,6
"9541",6272,"None",265.02,0,0,90,"Clouds",2017-01-09,7
"9542",5885,"None",264.53,0,0,90,"Clouds",2017-01-09,8
"9543",4753,"None",264.82,0,0,90,"Clouds",2017-01-09,9
"9544",4052,"None",265.35,0,0,90,"Snow",2017-01-09,10
"9545",4261,"None",265.95,0,0,40,"Snow",2017-01-09,11
"9546",4378,"None",266.55,0,0,90,"Snow",2017-01-09,12
"9547",4285,"None",267.08,0,0,90,"Snow",2017-01-09,13
"9548",4285,"None",267.08,0,0,90,"Mist",2017-01-09,13
"9549",4285,"None",267.08,0,0,90,"Haze",2017-01-09,13
"9550",4068,"None",267.22,0,0,90,"Snow",2017-01-09,14
"9551",4068,"None",267.22,0,0,90,"Mist",2017-01-09,14
"9552",4404,"None",267.22,0,0,90,"Snow",2017-01-09,15
"9553",4404,"None",267.22,0,0,90,"Mist",2017-01-09,15
"9554",4404,"None",267.22,0,0,90,"Fog",2017-01-09,15
"9555",4484,"None",267.55,0,0,90,"Snow",2017-01-09,16
"9556",4484,"None",267.55,0,0,90,"Mist",2017-01-09,16
"9557",4569,"None",267.58,0,0,90,"Snow",2017-01-09,17
"9558",4569,"None",267.58,0,0,90,"Mist",2017-01-09,17
"9559",4569,"None",267.58,0,0,90,"Haze",2017-01-09,17
"9560",3512,"None",267.72,0,0,90,"Haze",2017-01-09,18
"9561",3512,"None",267.72,0,0,90,"Snow",2017-01-09,18
"9562",2508,"None",268.68,0,0,90,"Clouds",2017-01-09,19
"9563",2022,"None",269.02,0,0,90,"Clouds",2017-01-09,20
"9564",1884,"None",269.22,0,0,90,"Clouds",2017-01-09,21
"9565",1357,"None",269.29,0,0,1,"Clear",2017-01-09,22
"9566",880,"None",269.62,0,0,40,"Clouds",2017-01-09,23
"9567",519,"None",269.68,0,0,40,"Clouds",2017-01-10,0
"9568",317,"None",269.65,0,0,1,"Clear",2017-01-10,1
"9569",255,"None",269.62,0,0,1,"Clear",2017-01-10,2
"9570",340,"None",270.03,0,0,1,"Clear",2017-01-10,3
"9571",817,"None",269.68,0,0,1,"Clear",2017-01-10,4
"9572",2613,"None",270.22,0,0,75,"Clouds",2017-01-10,5
"9573",4339,"None",270.59,0,0,90,"Mist",2017-01-10,6
"9574",3921,"None",270.28,0,0,90,"Mist",2017-01-10,7
"9575",3921,"None",270.28,0,0,90,"Snow",2017-01-10,7
"9576",3404,"None",270.22,0,0,90,"Snow",2017-01-10,8
"9577",3404,"None",270.22,0,0,90,"Mist",2017-01-10,8
"9578",4151,"None",270.34,0,0,90,"Snow",2017-01-10,9
"9579",4151,"None",270.34,0,0,90,"Mist",2017-01-10,9
"9580",4151,"None",270.34,0,0,90,"Fog",2017-01-10,9
"9581",3237,"None",270.21,0,0,90,"Snow",2017-01-10,10
"9582",3237,"None",270.21,0,0,90,"Mist",2017-01-10,10
"9583",3215,"None",270.3,0,0,90,"Snow",2017-01-10,11
"9584",3215,"None",270.3,0,0,90,"Fog",2017-01-10,11
"9585",3215,"None",270.3,0,0,90,"Mist",2017-01-10,11
"9586",3312,"None",269.69,0,0,90,"Snow",2017-01-10,12
"9587",3312,"None",269.69,0,0,90,"Mist",2017-01-10,12
"9588",3595,"None",268.1,0,0,90,"Snow",2017-01-10,13
"9589",3595,"None",268.1,0,0,90,"Mist",2017-01-10,13
"9590",3945,"None",265.78,0,0,90,"Snow",2017-01-10,14
"9591",3945,"None",265.78,0,0,90,"Fog",2017-01-10,14
"9592",3945,"None",265.78,0,0,90,"Haze",2017-01-10,14
"9593",4454,"None",264.03,0,0,75,"Haze",2017-01-10,15
"9594",4454,"None",264.03,0,0,75,"Snow",2017-01-10,15
"9595",4454,"None",264.03,0,0,75,"Mist",2017-01-10,15
"9596",5013,"None",262.9,0,0,90,"Haze",2017-01-10,16
"9597",4734,"None",261.84,0,0,5,"Haze",2017-01-10,17
"9598",3675,"None",260.9,0,0,1,"Clear",2017-01-10,18
"9599",2597,"None",260.09,0,0,1,"Clear",2017-01-10,19
"9600",2219,"None",259.34,0,0,1,"Clear",2017-01-10,20
"9601",2003,"None",258.78,0,0,1,"Clear",2017-01-10,21
"9602",1347,"None",258.15,0,0,1,"Clear",2017-01-10,22
"9603",919,"None",257.47,0,0,1,"Clear",2017-01-10,23
"9604",504,"None",256.95,0,0,75,"Clouds",2017-01-11,0
"9605",292,"None",257.42,0,0,90,"Clouds",2017-01-11,1
"9606",264,"None",257.82,0,0,90,"Snow",2017-01-11,2
"9607",331,"None",257.68,0,0,90,"Snow",2017-01-11,3
"9608",331,"None",257.68,0,0,90,"Mist",2017-01-11,3
"9609",847,"None",257.88,0,0,90,"Snow",2017-01-11,4
"9610",847,"None",257.88,0,0,90,"Mist",2017-01-11,4
"9611",2643,"None",258.09,0,0,90,"Snow",2017-01-11,5
"9612",4342,"None",258.15,0,0,90,"Snow",2017-01-11,6
"9613",4101,"None",258.01,0,0,90,"Snow",2017-01-11,7
"9614",4101,"None",258.01,0,0,90,"Mist",2017-01-11,7
"9615",4082,"None",258.42,0,0,90,"Snow",2017-01-11,8
"9616",4082,"None",258.42,0,0,90,"Mist",2017-01-11,8
"9617",3703,"None",258.46,0,0,90,"Snow",2017-01-11,9
"9618",3703,"None",258.46,0,0,90,"Mist",2017-01-11,9
"9619",3471,"None",258.59,0,0,90,"Snow",2017-01-11,10
"9620",3471,"None",258.59,0,0,90,"Mist",2017-01-11,10
"9621",3563,"None",258.68,0,0,90,"Snow",2017-01-11,11
"9622",3563,"None",258.68,0,0,90,"Haze",2017-01-11,11
"9623",3986,"None",259.28,0,0,90,"Snow",2017-01-11,12
"9624",3986,"None",259.62,0,0,40,"Snow",2017-01-11,13
"9625",4565,"None",260.48,0,0,75,"Clouds",2017-01-11,14
"9626",4452,"None",260.42,0,0,1,"Clear",2017-01-11,15
"9627",5725,"None",260.15,0,0,1,"Clear",2017-01-11,16
"9628",5563,"None",259.35,0,0,1,"Clear",2017-01-11,17
"9629",4154,"None",258.96,0,0,1,"Clear",2017-01-11,18
"9630",3011,"None",258.42,0,0,1,"Clear",2017-01-11,19
"9631",2569,"None",258.46,0,0,90,"Clouds",2017-01-11,20
"9632",2294,"None",258.29,0,0,75,"Clouds",2017-01-11,21
"9633",1610,"None",258.47,0,0,90,"Clouds",2017-01-11,22
"9634",1052,"None",258.59,0,0,90,"Clouds",2017-01-11,23
"9635",613,"None",258.59,0,0,90,"Clouds",2017-01-12,0
"9636",357,"None",258.47,0,0,90,"Clouds",2017-01-12,1
"9637",279,"None",258.09,0,0,90,"Clouds",2017-01-12,2
"9638",339,"None",258.15,0,0,75,"Clouds",2017-01-12,3
"9639",843,"None",257.34,0,0,90,"Clouds",2017-01-12,4
"9640",2713,"None",257.02,0,0,90,"Clouds",2017-01-12,5
"9641",5627,"None",257.15,0,0,90,"Clouds",2017-01-12,6
"9642",5839,"None",257.95,0,0,90,"Haze",2017-01-12,7
"9643",5541,"None",257.95,0,0,90,"Clouds",2017-01-12,8
"9644",4915,"None",257.76,0,0,1,"Haze",2017-01-12,9
"9645",4387,"None",258.33,0,0,5,"Clear",2017-01-12,10
"9646",4654,"None",259.96,0,0,5,"Clear",2017-01-12,11
"9647",4962,"None",261.52,0,0,5,"Snow",2017-01-12,12
"9648",4796,"None",262.36,0,0,1,"Snow",2017-01-12,13
"9649",4938,"None",262.96,0,0,5,"Haze",2017-01-12,14
"9650",4938,"None",262.96,0,0,5,"Snow",2017-01-12,14
"9651",5287,"None",262.35,0,0,5,"Snow",2017-01-12,15
"9652",5287,"None",262.35,0,0,5,"Haze",2017-01-12,15
"9653",6026,"None",261.49,0,0,1,"Haze",2017-01-12,16
"9654",5992,"None",259.72,0,0,1,"Clear",2017-01-12,17
"9655",4434,"None",257.6,0,0,20,"Clouds",2017-01-12,18
"9656",3185,"None",256.59,0,0,5,"Clear",2017-01-12,19
"9657",2867,"None",255.84,0,0,1,"Clear",2017-01-12,20
"9658",3959,"None",254.34,0,0,5,"Clear",2017-01-12,21
"9659",2768,"None",253.4,0,0,90,"Clouds",2017-01-12,22
"9660",1249,"None",252.66,0,0,1,"Clear",2017-01-12,23
"9661",635,"None",251.73,0,0,1,"Clear",2017-01-13,0
"9662",365,"None",251.16,0,0,1,"Clear",2017-01-13,1
"9663",280,"None",250.42,0,0,1,"Clear",2017-01-13,2
"9664",345,"None",249.35,0,0,1,"Clear",2017-01-13,3
"9665",758,"None",248.66,0,0,1,"Clear",2017-01-13,4
"9666",2525,"None",248.85,0,0,1,"Clear",2017-01-13,5
"9667",5554,"None",249.5,0,0,1,"Clear",2017-01-13,6
"9668",6414,"None",250.1,0,0,40,"Clouds",2017-01-13,7
"9669",5549,"None",250.56,0,0,75,"Clouds",2017-01-13,8
"9670",4694,"None",250.54,0,0,1,"Clear",2017-01-13,9
"9671",4272,"None",252.23,0,0,75,"Clouds",2017-01-13,10
"9672",4909,"None",253.5,0,0,90,"Clouds",2017-01-13,11
"9673",5215,"None",254.35,0,0,90,"Clouds",2017-01-13,12
"9674",5135,"None",255.42,0,0,90,"Clouds",2017-01-13,13
"9675",5270,"None",256.48,0,0,90,"Clouds",2017-01-13,14
"9676",5762,"None",257.43,0,0,90,"Snow",2017-01-13,15
"9677",6272,"None",258.08,0,0,75,"Snow",2017-01-13,16
"9678",5686,"None",258.68,0,0,90,"Clouds",2017-01-13,17
"9679",4803,"None",258.69,0,0,75,"Clouds",2017-01-13,18
"9680",3496,"None",259.08,0,0,75,"Clouds",2017-01-13,19
"9681",2807,"None",259.08,0,0,90,"Clouds",2017-01-13,20
"9682",2874,"None",259.59,0,0,90,"Clouds",2017-01-13,21
"9683",2167,"None",259.77,0,0,90,"Clouds",2017-01-13,22
"9684",1568,"None",260.08,0,0,90,"Clouds",2017-01-13,23
"9685",1341,"None",260.35,0,0,90,"Clouds",2017-01-14,0
"9686",720,"None",259.95,0,0,1,"Clear",2017-01-14,1
"9687",770,"None",259.22,0,0,1,"Clear",2017-01-14,2
"9688",586,"None",258.75,0,0,1,"Clear",2017-01-14,3
"9689",561,"None",258.08,0,0,1,"Clear",2017-01-14,4
"9690",728,"None",257.52,0,0,75,"Clouds",2017-01-14,5
"9691",1166,"None",258.15,0,0,1,"Clear",2017-01-14,6
"9692",1540,"None",258.15,0,0,1,"Clear",2017-01-14,7
"9693",2162,"None",257.23,0,0,1,"Clear",2017-01-14,8
"9694",2867,"None",257.28,0,0,1,"Snow",2017-01-14,9
"9695",3530,"None",259.82,0,0,1,"Clear",2017-01-14,10
"9696",3996,"None",262.15,0,0,1,"Clear",2017-01-14,11
"9697",4467,"None",264.48,0,0,1,"Clear",2017-01-14,12
"9698",4808,"None",265.9,0,0,5,"Clear",2017-01-14,13
"9699",4772,"None",266.88,0,0,1,"Clear",2017-01-14,14
"9700",4708,"None",267.42,0,0,1,"Clear",2017-01-14,15
"9701",4727,"None",267.59,0,0,5,"Clear",2017-01-14,16
"9702",4503,"None",266.78,0,0,1,"Clear",2017-01-14,17
"9703",4327,"None",264.41,0,0,5,"Clear",2017-01-14,18
"9704",3294,"None",262.53,0,0,5,"Clear",2017-01-14,19
"9705",2945,"None",260.85,0,0,5,"Clear",2017-01-14,20
"9706",2953,"None",259.76,0,0,5,"Clear",2017-01-14,21
"9707",2651,"None",259.34,0,0,1,"Clear",2017-01-14,22
"9708",1928,"None",258.22,0,0,1,"Clear",2017-01-14,23
"9709",1341,"None",257.22,0,0,1,"Clear",2017-01-15,0
"9710",962,"None",256.16,0,0,1,"Mist",2017-01-15,1
"9711",740,"None",255.53,0,0,1,"Haze",2017-01-15,2
"9712",740,"None",255.53,0,0,1,"Mist",2017-01-15,2
"9713",545,"None",254.96,0,0,1,"Haze",2017-01-15,3
"9714",545,"None",254.96,0,0,1,"Mist",2017-01-15,3
"9715",510,"None",254.59,0,0,1,"Mist",2017-01-15,4
"9716",604,"None",254.4,0,0,20,"Mist",2017-01-15,5
"9717",604,"None",254.4,0,0,20,"Haze",2017-01-15,5
"9718",922,"None",254.59,0,0,1,"Mist",2017-01-15,6
"9719",1158,"None",254.91,0,0,1,"Mist",2017-01-15,7
"9720",1502,"None",254.89,0,0,1,"Mist",2017-01-15,8
"9721",1502,"None",254.89,0,0,1,"Snow",2017-01-15,8
"9722",2258,"None",255.72,0,0,1,"Clear",2017-01-15,9
"9723",3027,"None",258.22,0,0,1,"Clear",2017-01-15,10
"9724",3617,"None",262.34,0,0,1,"Clear",2017-01-15,11
"9725",4093,"None",266.2,0,0,5,"Clear",2017-01-15,12
"9726",4276,"None",269.08,0,0,40,"Clouds",2017-01-15,13
"9727",4529,"None",271.14,0,0,5,"Clear",2017-01-15,14
"9728",4490,"None",272.21,0,0,5,"Clear",2017-01-15,15
"9729",3746,"None",272.08,0,0,40,"Clouds",2017-01-15,16
"9730",4025,"None",271.56,0,0,1,"Clear",2017-01-15,17
"9731",3187,"None",269.89,0,0,40,"Clouds",2017-01-15,18
"9732",2919,"None",268.16,0,0,5,"Clear",2017-01-15,19
"9733",2523,"None",267.53,0,0,1,"Clear",2017-01-15,20
"9734",2032,"None",267.15,0,0,1,"Clear",2017-01-15,21
"9735",1638,"None",266.82,0,0,1,"Clear",2017-01-15,22
"9736",1149,"None",266.48,0,0,1,"Mist",2017-01-15,23
"9737",698,"Martin Luther King Jr Day",266.08,0,0,1,"Mist",2017-01-16,0
"9738",698,"Martin Luther King Jr Day",266.08,0,0,1,"Haze",2017-01-16,0
"9739",415,"None",265.68,0,0,1,"Mist",2017-01-16,1
"9740",369,"None",265.62,0,0,1,"Mist",2017-01-16,2
"9741",369,"None",265.62,0,0,1,"Haze",2017-01-16,2
"9742",601,"None",264.95,0,0,1,"Mist",2017-01-16,3
"9743",601,"None",264.95,0,0,1,"Haze",2017-01-16,3
"9744",860,"None",263.95,0,0,1,"Mist",2017-01-16,4
"9745",2465,"None",263.88,0,0,1,"Mist",2017-01-16,5
"9746",2465,"None",263.88,0,0,1,"Haze",2017-01-16,5
"9747",4524,"None",262.88,0,0,1,"Mist",2017-01-16,6
"9748",4524,"None",262.88,0,0,1,"Haze",2017-01-16,6
"9749",4284,"None",261.82,0,0,1,"Mist",2017-01-16,7
"9750",4284,"None",261.82,0,0,1,"Haze",2017-01-16,7
"9751",3716,"None",261.23,0,0,1,"Mist",2017-01-16,8
"9752",3760,"None",261.36,0,0,1,"Mist",2017-01-16,9
"9753",3760,"None",261.36,0,0,1,"Haze",2017-01-16,9
"9754",3914,"None",263.68,0,0,75,"Mist",2017-01-16,10
"9755",3914,"None",263.68,0,0,75,"Haze",2017-01-16,10
"9756",4145,"None",266.48,0,0,75,"Haze",2017-01-16,11
"9757",4145,"None",266.48,0,0,75,"Mist",2017-01-16,11
"9758",4452,"None",268.77,0,0,90,"Haze",2017-01-16,12
"9759",4452,"None",268.77,0,0,90,"Mist",2017-01-16,12
"9760",4497,"None",270.71,0,0,90,"Haze",2017-01-16,13
"9761",4497,"None",270.71,0,0,90,"Mist",2017-01-16,13
"9762",4646,"None",271.81,0,0,90,"Haze",2017-01-16,14
"9763",4646,"None",271.81,0,0,90,"Mist",2017-01-16,14
"9764",4852,"None",272.55,0,0,90,"Haze",2017-01-16,15
"9765",4846,"None",272.62,0,0,90,"Haze",2017-01-16,16
"9766",4451,"None",272.35,0,0,90,"Haze",2017-01-16,17
"9767",3391,"None",272.08,0,0,90,"Clouds",2017-01-16,18
"9768",2332,"None",271.95,0,0,90,"Clouds",2017-01-16,19
"9769",1837,"None",271.82,0,0,90,"Clouds",2017-01-16,20
"9770",1580,"None",271.95,0,0,90,"Mist",2017-01-16,21
"9771",1580,"None",271.95,0,0,90,"Snow",2017-01-16,21
"9772",1156,"None",271.95,0,0,90,"Mist",2017-01-16,22
"9773",1156,"None",271.95,0,0,90,"Rain",2017-01-16,22
"9774",1156,"None",271.95,0,0,90,"Snow",2017-01-16,22
"9775",783,"None",272.02,0,0,90,"Mist",2017-01-16,23
"9776",783,"None",272.02,0,0,90,"Rain",2017-01-16,23
"9777",398,"None",272.09,0,0,90,"Mist",2017-01-17,0
"9778",398,"None",272.09,0,0,90,"Snow",2017-01-17,0
"9779",307,"None",272.08,0,0,90,"Mist",2017-01-17,1
"9780",307,"None",272.08,0,0,90,"Snow",2017-01-17,1
"9781",216,"None",272.35,0,0,75,"Snow",2017-01-17,2
"9782",216,"None",272.35,0,0,75,"Mist",2017-01-17,2
"9783",299,"None",272.28,0,0,90,"Snow",2017-01-17,3
"9784",299,"None",272.28,0,0,90,"Mist",2017-01-17,3
"9785",821,"None",272.35,0,0,90,"Snow",2017-01-17,4
"9786",821,"None",272.35,0,0,90,"Mist",2017-01-17,4
"9787",821,"None",272.35,0,0,90,"Rain",2017-01-17,4
"9788",2597,"None",272.51,0,0,90,"Snow",2017-01-17,5
"9789",2597,"None",272.51,0,0,90,"Mist",2017-01-17,5
"9790",4993,"None",272.51,0,0,90,"Mist",2017-01-17,6
"9791",4993,"None",272.51,0,0,90,"Snow",2017-01-17,6
"9792",4993,"None",272.51,0,0,90,"Rain",2017-01-17,6
"9793",5304,"None",272.15,0,0,90,"Mist",2017-01-17,7
"9794",5304,"None",272.15,0,0,90,"Drizzle",2017-01-17,7
"9795",4927,"None",271.89,0,0,90,"Mist",2017-01-17,8
"9796",4778,"None",272.15,0,0,90,"Mist",2017-01-17,9
"9797",4778,"None",272.15,0,0,90,"Haze",2017-01-17,9
"9798",4778,"None",272.15,0,0,90,"Fog",2017-01-17,9
"9799",4263,"None",272.09,0,0,90,"Haze",2017-01-17,10
"9800",4263,"None",272.09,0,0,90,"Mist",2017-01-17,10
"9801",4263,"None",272.09,0,0,90,"Fog",2017-01-17,10
"9802",4327,"None",272.48,0,0,75,"Haze",2017-01-17,11
"9803",4327,"None",272.48,0,0,75,"Mist",2017-01-17,11
"9804",4416,"None",273.15,0,0,90,"Mist",2017-01-17,12
"9805",4521,"None",273.71,0,0,90,"Haze",2017-01-17,13
"9806",4521,"None",273.71,0,0,90,"Mist",2017-01-17,13
"9807",5016,"None",274.48,0,0,90,"Haze",2017-01-17,14
"9808",5016,"None",274.48,0,0,90,"Mist",2017-01-17,14
"9809",5675,"None",274.72,0,0,90,"Haze",2017-01-17,15
"9810",5675,"None",274.72,0,0,90,"Mist",2017-01-17,15
"9811",6184,"None",274.42,0,0,90,"Mist",2017-01-17,16
"9812",5840,"None",273.9,0,0,90,"Mist",2017-01-17,17
"9813",4278,"None",273.75,0,0,90,"Mist",2017-01-17,18
"9814",2982,"None",273.42,0,0,90,"Haze",2017-01-17,19
"9815",2982,"None",273.42,0,0,90,"Mist",2017-01-17,19
"9816",2491,"None",273.02,0,0,1,"Mist",2017-01-17,20
"9817",3331,"None",272.49,0,0,40,"Mist",2017-01-17,21
"9818",2885,"None",271.72,0,0,40,"Mist",2017-01-17,22
"9819",2885,"None",271.72,0,0,40,"Haze",2017-01-17,22
"9820",2885,"None",271.72,0,0,40,"Fog",2017-01-17,22
"9821",1033,"None",271.59,0,0,75,"Mist",2017-01-17,23
"9822",684,"None",271.46,0,0,90,"Mist",2017-01-18,0
"9823",684,"None",271.46,0,0,90,"Haze",2017-01-18,0
"9824",526,"None",271.62,0,0,90,"Haze",2017-01-18,1
"9825",526,"None",271.62,0,0,90,"Mist",2017-01-18,1
"9826",394,"None",271.51,0,0,75,"Mist",2017-01-18,2
"9827",394,"None",271.51,0,0,75,"Haze",2017-01-18,2
"9828",456,"None",270.78,0,0,1,"Mist",2017-01-18,3
"9829",950,"None",270.53,0,0,1,"Mist",2017-01-18,4
"9830",950,"None",270.53,0,0,1,"Haze",2017-01-18,4
"9831",2763,"None",270.15,0,0,1,"Mist",2017-01-18,5
"9832",5422,"None",270.42,0,0,1,"Mist",2017-01-18,6
"9833",5422,"None",270.42,0,0,1,"Haze",2017-01-18,6
"9834",5779,"None",270.65,0,0,1,"Mist",2017-01-18,7
"9835",5779,"None",270.65,0,0,1,"Haze",2017-01-18,7
"9836",5736,"None",271.15,0,0,20,"Haze",2017-01-18,8
"9837",5736,"None",271.15,0,0,20,"Mist",2017-01-18,8
"9838",5410,"None",271.35,0,0,1,"Mist",2017-01-18,9
"9839",5410,"None",271.35,0,0,1,"Haze",2017-01-18,9
"9840",4474,"None",272.22,0,0,1,"Mist",2017-01-18,10
"9841",4474,"None",272.22,0,0,1,"Haze",2017-01-18,10
"9842",4612,"None",274.08,0,0,1,"Clear",2017-01-18,11
"9843",4891,"None",275.42,0,0,1,"Clear",2017-01-18,12
"9844",4919,"None",276.28,0,0,5,"Clear",2017-01-18,13
"9845",5117,"None",276.9,0,0,5,"Clear",2017-01-18,14
"9846",5515,"None",277.01,0,0,1,"Clear",2017-01-18,15
"9847",6326,"None",276.94,0,0,1,"Clear",2017-01-18,16
"9848",6188,"None",276.65,0,0,5,"Clear",2017-01-18,17
"9849",4599,"None",275.35,0,0,1,"Clear",2017-01-18,18
"9850",3285,"None",274.65,0,0,5,"Clear",2017-01-18,19
"9851",2855,"None",273.95,0,0,1,"Mist",2017-01-18,20
"9852",2347,"None",273.65,0,0,5,"Mist",2017-01-18,21
"9853",1662,"None",272.82,0,0,1,"Mist",2017-01-18,22
"9854",1662,"None",272.82,0,0,1,"Fog",2017-01-18,22
"9855",968,"None",272.89,0,0,1,"Fog",2017-01-18,23
"9856",968,"None",272.89,0,0,1,"Mist",2017-01-18,23
"9857",968,"None",272.89,0,0,1,"Haze",2017-01-18,23
"9858",759,"None",272.55,0,0,1,"Fog",2017-01-19,0
"9859",759,"None",272.55,0,0,1,"Mist",2017-01-19,0
"9860",759,"None",272.55,0,0,1,"Haze",2017-01-19,0
"9861",542,"None",272.62,0,0,1,"Mist",2017-01-19,1
"9862",542,"None",272.62,0,0,1,"Fog",2017-01-19,1
"9863",542,"None",272.62,0,0,1,"Haze",2017-01-19,1
"9864",433,"None",272.96,0,0,1,"Mist",2017-01-19,2
"9865",433,"None",272.96,0,0,1,"Fog",2017-01-19,2
"9866",433,"None",272.96,0,0,1,"Haze",2017-01-19,2
"9867",486,"None",272.75,0,0,1,"Mist",2017-01-19,3
"9868",486,"None",272.75,0,0,1,"Haze",2017-01-19,3
"9869",486,"None",272.75,0,0,1,"Fog",2017-01-19,3
"9870",1025,"None",272.93,0,0,1,"Mist",2017-01-19,4
"9871",1025,"None",272.93,0,0,1,"Haze",2017-01-19,4
"9872",1025,"None",272.93,0,0,1,"Fog",2017-01-19,4
"9873",2810,"None",273.28,0,0,1,"Mist",2017-01-19,5
"9874",2810,"None",273.28,0,0,1,"Fog",2017-01-19,5
"9875",5518,"None",273.55,0,0,1,"Mist",2017-01-19,6
"9876",5518,"None",273.55,0,0,1,"Haze",2017-01-19,6
"9877",5518,"None",273.55,0,0,1,"Fog",2017-01-19,6
"9878",6175,"None",273.02,0,0,5,"Mist",2017-01-19,7
"9879",6175,"None",273.02,0,0,5,"Fog",2017-01-19,7
"9880",5355,"None",272.79,0,0,5,"Mist",2017-01-19,8
"9881",5355,"None",272.79,0,0,5,"Haze",2017-01-19,8
"9882",5224,"None",273.01,0,0,1,"Mist",2017-01-19,9
"9883",5224,"None",273.01,0,0,1,"Haze",2017-01-19,9
"9884",5224,"None",273.01,0,0,1,"Fog",2017-01-19,9
"9885",4535,"None",274.28,0,0,5,"Mist",2017-01-19,10
"9886",4535,"None",274.28,0,0,5,"Haze",2017-01-19,10
